cgdppc,countrycode,rgdpnapc
2316,BGR,2274
1898,BGR,1864
,BGR,
,BGR,
,BGR,
,BGR,
2922,BGR,2869
3519,BGR,3456
3351,BGR,3290
3690,BGR,3624
3583,BGR,3519
3801,BGR,3732
3766,BGR,3698
4124,BGR,4050
4439,BGR,4359
4749,BGR,4664
5153,BGR,5060
5437,BGR,5339
5832,BGR,5727
6049,BGR,5940
6473,BGR,6356
6813,BGR,6691
7301,BGR,7169
7645,BGR,7507
7730,BGR,7591
8045,BGR,7900
8447,BGR,8295
8680,BGR,8519
9078,BGR,8881
9355,BGR,9183
9702,BGR,9408
10659,BGR,10133
10818,BGR,10395
10547,BGR,10247
10763,BGR,10460
11264,BGR,10853
10591,BGR,10503
11119,BGR,10751
11668,BGR,11070
11671,BGR,10839
11855,BGR,11175
11787,BGR,10820
11917,BGR,11087
12167,BGR,11091
11344,BGR,11009
11192,BGR,10802
10874,BGR,9726
11396,BGR,9033
11858,BGR,8484
8978,BGR,8571
8979,BGR,8807
9075,BGR,9149
7834,BGR,8404
7133,BGR,8398
7706,BGR,8779
7987,BGR,8323
8671,BGR,8800
9121,BGR,9203
9647,BGR,9829
9937,BGR,10418
10492,BGR,11171
11102,BGR,12052
12210,BGR,12970
13709,BGR,14014
14734,BGR,14945
14797,BGR,14482
14971,BGR,14747
15112,BGR,15112
15757,BGR,15204
15911,BGR,15420
16556,BGR,15711
17254,BGR,16373
17953,BGR,17037
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
,BHR,
14161,BHR,33003
15475,BHR,34699
16189,BHR,36575
17160,BHR,38125
24565,BHR,39850
20564,BHR,34173
20813,BHR,37579
20523,BHR,38720
18946,BHR,38465
14617,BHR,36785
17779,BHR,38233
17122,BHR,37579
15900,BHR,38462
15622,BHR,39571
16059,BHR,39701
10496,BHR,38110
12797,BHR,37604
13233,BHR,37086
15057,BHR,37181
14812,BHR,36902
15777,BHR,35758
14884,BHR,35590
15452,BHR,37168
15705,BHR,39031
16711,BHR,39294
16606,BHR,39013
15269,BHR,39166
18101,BHR,38874
16843,BHR,39426
20158,BHR,40291
27598,BHR,41439
25929,BHR,40759
24009,BHR,40355
28075,BHR,40858
29711,BHR,41201
36665,BHR,40991
38190,BHR,40218
38858,BHR,39918
46926,BHR,39020
36129,BHR,37301
37062,BHR,36927
36372,BHR,36372
40384,BHR,36949
39530,BHR,38493
38535,BHR,39799
39197,BHR,40483
39773,BHR,41078
,BIH,
,BIH,
634,BIH,1467
629,BIH,1455
619,BIH,1432
758,BIH,1754
647,BIH,1497
742,BIH,1716
765,BIH,1769
893,BIH,2066
962,BIH,2225
980,BIH,2266
960,BIH,2221
1063,BIH,2459
1162,BIH,2687
1196,BIH,2765
1276,BIH,2952
1247,BIH,2885
1289,BIH,2983
1384,BIH,3202
1424,BIH,3294
1504,BIH,3480
1561,BIH,3611
1608,BIH,3720
1712,BIH,3961
1758,BIH,4066
1764,BIH,4081
1892,BIH,4375
2003,BIH,4632
2136,BIH,4940
2207,BIH,5105
2265,BIH,5239
2292,BIH,5301
2269,BIH,5247
2292,BIH,5301
2303,BIH,5327
2367,BIH,5475
2307,BIH,5335
2234,BIH,5166
2248,BIH,5200
1974,BIH,4565
2119,BIH,4023
1306,BIH,3041
1369,BIH,2275
1892,BIH,2454
2605,BIH,2666
5009,BIH,4096
5634,BIH,4988
5788,BIH,5627
6471,BIH,6073
5874,BIH,6196
5882,BIH,6314
6147,BIH,6626
6013,BIH,6852
5812,BIH,7217
6480,BIH,7491
7038,BIH,7915
7747,BIH,8394
8228,BIH,8870
8624,BIH,8802
8646,BIH,8874
8961,BIH,8961
9388,BIH,8873
9689,BIH,9093
9986,BIH,9201
10305,BIH,9495
10576,BIH,9746
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
9352,BLR,6535
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
,BLR,
10638,BLR,7433
11037,BLR,7712
11455,BLR,8004
11960,BLR,8357
12285,BLR,8584
12333,BLR,8617
12591,BLR,8798
12665,BLR,8850
12555,BLR,8773
13334,BLR,9317
12857,BLR,8984
12658,BLR,8854
10875,BLR,7987
11506,BLR,7363
7491,BLR,6510
7142,BLR,5807
7433,BLR,5988
7994,BLR,6701
7902,BLR,7292
7828,BLR,7558
8587,BLR,8018
8345,BLR,8424
8543,BLR,8890
9041,BLR,9561
9760,BLR,10708
10303,BLR,11779
11593,BLR,13014
12775,BLR,14182
14781,BLR,15668
14573,BLR,15719
16016,BLR,16974
17918,BLR,17918
18564,BLR,18251
19536,BLR,18464
20037,BLR,18822
19306,BLR,18136
18766,BLR,17628
,BOL,
640,BOL,1250
,BOL,
,BOL,
735,BOL,1437
741,BOL,1447
751,BOL,1467
751,BOL,1467
781,BOL,1526
781,BOL,1526
730,BOL,1426
748,BOL,1460
764,BOL,1492
767,BOL,1499
790,BOL,1543
817,BOL,1596
790,BOL,1543
788,BOL,1539
789,BOL,1541
816,BOL,1593
844,BOL,1648
847,BOL,1655
873,BOL,1706
892,BOL,1743
926,BOL,1808
942,BOL,1840
965,BOL,1886
1006,BOL,1965
956,BOL,1867
971,BOL,1897
994,BOL,1941
1058,BOL,2066
1062,BOL,2074
1057,BOL,2064
1044,BOL,2039
999,BOL,1951
1082,BOL,2113
1085,BOL,2119
1122,BOL,2192
1158,BOL,2262
1165,BOL,2276
1237,BOL,2416
1273,BOL,2486
1311,BOL,2560
1232,BOL,2407
1102,BOL,2153
1015,BOL,1983
1056,BOL,2062
1134,BOL,2215
1174,BOL,2293
1205,BOL,2353
1287,BOL,2513
1313,BOL,2565
1344,BOL,2626
1441,BOL,2814
1525,BOL,2979
1545,BOL,3018
1579,BOL,3083
1561,BOL,3048
1603,BOL,3130
1562,BOL,3051
1511,BOL,2952
1614,BOL,3152
1666,BOL,3253
1627,BOL,3178
1751,BOL,3386
1741,BOL,3416
1507,BOL,3028
1521,BOL,3026
1520,BOL,3118
1372,BOL,2870
1266,BOL,2715
1233,BOL,2718
1245,BOL,2650
1237,BOL,2702
1250,BOL,2696
1247,BOL,2783
1309,BOL,2894
1358,BOL,2964
1397,BOL,3037
1488,BOL,3181
1546,BOL,3300
1683,BOL,3497
1713,BOL,3565
1759,BOL,3661
1809,BOL,3708
1757,BOL,3802
1897,BOL,3965
2116,BOL,4068
2162,BOL,4232
2240,BOL,4453
2267,BOL,4527
2201,BOL,4566
2230,BOL,4460
2229,BOL,4326
2238,BOL,4285
2122,BOL,4027
2060,BOL,3784
2140,BOL,3758
2251,BOL,3668
2206,BOL,3489
2259,BOL,3513
2006,BOL,3574
2049,BOL,3597
2151,BOL,3696
2235,BOL,3800
2292,BOL,3772
2380,BOL,3843
2534,BOL,3933
2774,BOL,4028
3027,BOL,4115
3029,BOL,4228
3054,BOL,4348
3008,BOL,4276
2984,BOL,4293
3057,BOL,4275
3158,BOL,4292
3251,BOL,4318
3393,BOL,4409
3592,BOL,4514
3724,BOL,4641
3882,BOL,4762
4305,BOL,4962
4434,BOL,5037
4805,BOL,5155
5331,BOL,5331
5548,BOL,5511
5823,BOL,5789
5784,BOL,6007
5969,BOL,6200
6118,BOL,6355
,BRA,
,BRA,
,BRA,
,BRA,
600,BRA,1123
600,BRA,1123
600,BRA,1123
642,BRA,1200
624,BRA,1168
586,BRA,1096
566,BRA,1058
571,BRA,1069
592,BRA,1107
634,BRA,1185
674,BRA,1261
669,BRA,1251
687,BRA,1284
681,BRA,1273
648,BRA,1212
663,BRA,1240
672,BRA,1257
722,BRA,1350
748,BRA,1399
810,BRA,1516
810,BRA,1516
810,BRA,1516
751,BRA,1405
751,BRA,1405
777,BRA,1454
754,BRA,1411
766,BRA,1432
777,BRA,1454
748,BRA,1399
727,BRA,1360
763,BRA,1427
769,BRA,1438
734,BRA,1372
740,BRA,1383
757,BRA,1417
737,BRA,1378
787,BRA,1471
730,BRA,1366
754,BRA,1411
704,BRA,1317
677,BRA,1267
687,BRA,1284
751,BRA,1405
798,BRA,1493
692,BRA,1294
589,BRA,1102
589,BRA,1102
698,BRA,1306
634,BRA,1185
624,BRA,1168
639,BRA,1195
627,BRA,1173
606,BRA,1133
652,BRA,1218
638,BRA,1193
637,BRA,1192
636,BRA,1190
641,BRA,1199
688,BRA,1286
674,BRA,1261
655,BRA,1225
693,BRA,1296
686,BRA,1283
746,BRA,1395
722,BRA,1351
724,BRA,1354
696,BRA,1302
712,BRA,1332
718,BRA,1342
751,BRA,1405
721,BRA,1348
799,BRA,1494
860,BRA,1608
860,BRA,1608
901,BRA,1684
933,BRA,1745
914,BRA,1709
899,BRA,1682
900,BRA,1683
946,BRA,1769
1034,BRA,1933
1015,BRA,1899
936,BRA,1750
896,BRA,1676
909,BRA,1700
960,BRA,1796
1020,BRA,1907
1026,BRA,1920
1102,BRA,2062
1116,BRA,2086
1139,BRA,2130
1127,BRA,2108
1115,BRA,2086
1167,BRA,2182
1097,BRA,2052
1221,BRA,2284
1237,BRA,2314
1241,BRA,2320
1340,BRA,2506
1355,BRA,2534
1452,BRA,2715
1527,BRA,2856
1549,BRA,2898
1544,BRA,2954
1632,BRA,3080
1660,BRA,3132
1747,BRA,3280
1856,BRA,3465
1849,BRA,3462
1913,BRA,3619
2059,BRA,3892
2124,BRA,4148
2280,BRA,4404
2442,BRA,4644
2559,BRA,4807
2519,BRA,4695
2527,BRA,4713
2509,BRA,4686
2626,BRA,4855
2738,BRA,4916
2912,BRA,5248
2966,BRA,5589
3275,BRA,6005
3576,BRA,6510
3899,BRA,7099
4291,BRA,7885
4540,BRA,8313
4639,BRA,8526
4904,BRA,9171
4903,BRA,9391
4976,BRA,9619
5184,BRA,10022
5052,BRA,10687
5133,BRA,9986
5162,BRA,9829
4987,BRA,9332
5041,BRA,9636
5207,BRA,10185
5835,BRA,10729
5880,BRA,10885
5792,BRA,10662
5832,BRA,10797
5647,BRA,10161
5901,BRA,10094
5999,BRA,9876
6359,BRA,10197
7051,BRA,10625
8073,BRA,10905
9500,BRA,10979
9121,BRA,11184
8661,BRA,11057
8279,BRA,10948
8316,BRA,11263
8188,BRA,11260
8190,BRA,11448
8038,BRA,11428
8365,BRA,11937
8639,BRA,12174
9324,BRA,12515
10264,BRA,13132
11352,BRA,13660
11700,BRA,13510
13418,BRA,14392
14831,BRA,14831
14702,BRA,14985
14943,BRA,15306
14825,BRA,15258
15377,BRA,15826
13479,BRA,13873
4575,BRB,2712
4741,BRB,2810
4934,BRB,2925
5133,BRB,3043
5328,BRB,3158
5578,BRB,3306
5926,BRB,3512
6270,BRB,3717
6554,BRB,3884
6820,BRB,4043
7175,BRB,4253
7489,BRB,4546
7919,BRB,4739
8359,BRB,4827
8468,BRB,5084
8219,BRB,5174
9063,BRB,5499
9664,BRB,5994
10520,BRB,6743
12147,BRB,7398
13394,BRB,8157
13765,BRB,8411
13930,BRB,8453
13189,BRB,8508
10967,BRB,8065
12798,BRB,7861
10192,BRB,8178
10346,BRB,8433
9820,BRB,8812
10217,BRB,9470
9801,BRB,9854
9629,BRB,9652
9744,BRB,9139
10126,BRB,9135
10389,BRB,9417
9299,BRB,9479
11427,BRB,9923
13454,BRB,10147
14083,BRB,10469
15731,BRB,10798
15930,BRB,10395
16443,BRB,9944
16202,BRB,9338
16715,BRB,9369
17640,BRB,9521
18534,BRB,9680
21232,BRB,10028
21970,BRB,10448
20245,BRB,10787
20598,BRB,10773
20603,BRB,11210
18506,BRB,10891
17306,BRB,10929
17083,BRB,11109
17620,BRB,11213
17066,BRB,11615
16521,BRB,12223
18170,BRB,12380
16860,BRB,12385
15765,BRB,11840
14452,BRB,11828
11870,BRB,11870
10475,BRB,11860
9577,BRB,11809
9972,BRB,11780
10030,BRB,11849
10160,BRB,12003
1344,BWA,779
1338,BWA,793
1323,BWA,803
1314,BWA,817
1304,BWA,831
1290,BWA,843
1274,BWA,855
1258,BWA,866
1238,BWA,876
1224,BWA,891
1200,BWA,899
1213,BWA,916
1235,BWA,928
1228,BWA,943
1223,BWA,961
1208,BWA,976
1308,BWA,1056
1357,BWA,1146
1395,BWA,1245
1391,BWA,1344
1489,BWA,1446
1795,BWA,1772
2109,BWA,2168
2355,BWA,2533
2258,BWA,2638
2278,BWA,2727
2343,BWA,2868
2358,BWA,3009
2338,BWA,3193
2361,BWA,3479
2315,BWA,3740
2510,BWA,4027
2607,BWA,4205
2963,BWA,4537
3578,BWA,4978
4031,BWA,5259
4228,BWA,5468
4464,BWA,5737
4807,BWA,6243
5970,BWA,8071
6195,BWA,8389
6492,BWA,8750
6708,BWA,8738
6669,BWA,8625
6684,BWA,8668
7017,BWA,9009
7678,BWA,9271
8084,BWA,9755
8284,BWA,9586
8977,BWA,10278
9525,BWA,10266
9348,BWA,10090
10876,BWA,10504
10503,BWA,10798
10827,BWA,10896
12113,BWA,11192
12363,BWA,11916
12525,BWA,12678
12318,BWA,13237
11246,BWA,12016
12188,BWA,12826
13376,BWA,13376
13285,BWA,13743
13198,BWA,14853
14900,BWA,15082
14626,BWA,14805
15015,BWA,15198
1163,CAF,1297
1192,CAF,1329
1220,CAF,1360
1247,CAF,1390
1274,CAF,1421
1302,CAF,1452
1329,CAF,1481
1356,CAF,1511
1383,CAF,1541
1408,CAF,1570
1395,CAF,1555
1472,CAF,1585
1484,CAF,1514
1358,CAF,1481
1356,CAF,1475
1338,CAF,1455
1310,CAF,1416
1328,CAF,1442
1423,CAF,1424
1365,CAF,1466
1435,CAF,1497
1352,CAF,1417
1256,CAF,1358
1395,CAF,1392
1237,CAF,1323
1235,CAF,1313
1192,CAF,1336
1229,CAF,1406
1212,CAF,1387
1152,CAF,1317
1044,CAF,1224
1173,CAF,1210
1166,CAF,1199
1060,CAF,1097
1103,CAF,1138
1214,CAF,1139
1176,CAF,1154
1065,CAF,1072
1095,CAF,1065
1129,CAF,1062
1086,CAF,1016
1034,CAF,999
972,CAF,958
923,CAF,927
1047,CAF,947
1051,CAF,973
888,CAF,881
909,CAF,913
933,CAF,932
901,CAF,964
911,CAF,960
912,CAF,949
897,CAF,926
840,CAF,843
851,CAF,851
864,CAF,857
869,CAF,880
887,CAF,896
880,CAF,901
849,CAF,898
866,CAF,910
909,CAF,909
925,CAF,916
581,CAF,567
589,CAF,561
605,CAF,576
619,CAF,589
,CAN,
,CAN,
,CAN,
,CAN,
,CAN,
1545,CAN,1530
1708,CAN,1691
1985,CAN,1965
2271,CAN,2249
2477,CAN,2453
2894,CAN,2866
2997,CAN,2968
2912,CAN,2884
3138,CAN,3115
3150,CAN,3135
3024,CAN,3017
2775,CAN,2775
2914,CAN,2922
2755,CAN,2769
2963,CAN,2986
3040,CAN,3071
3406,CAN,3450
3514,CAN,3567
3474,CAN,3536
3698,CAN,3773
3427,CAN,3506
3423,CAN,3510
3487,CAN,3586
3690,CAN,3804
3665,CAN,3787
3883,CAN,4023
3922,CAN,4074
3850,CAN,4010
3780,CAN,3947
3911,CAN,4094
3821,CAN,4010
3678,CAN,3871
4026,CAN,4248
4131,CAN,4370
4458,CAN,4728
4630,CAN,4924
4913,CAN,5238
5270,CAN,5634
5260,CAN,5638
5161,CAN,5547
5590,CAN,6024
6021,CAN,6505
6049,CAN,6554
5562,CAN,6042
5978,CAN,6511
6296,CAN,6877
6568,CAN,7125
6870,CAN,7403
7026,CAN,7521
6403,CAN,6808
6777,CAN,7159
7488,CAN,7858
7787,CAN,8120
7250,CAN,7511
6605,CAN,6798
6386,CAN,6531
5587,CAN,5678
6353,CAN,6416
6700,CAN,6725
6744,CAN,6727
7406,CAN,7341
7720,CAN,7606
8372,CAN,8198
8987,CAN,8747
8856,CAN,8568
8388,CAN,8137
6962,CAN,6772
6367,CAN,6210
5829,CAN,5701
6366,CAN,6243
6795,CAN,6682
7073,CAN,6976
7651,CAN,7566
7754,CAN,7689
8110,CAN,8065
9105,CAN,9080
10234,CAN,10234
11863,CAN,11896
12215,CAN,12284
12482,CAN,12588
11929,CAN,12065
11559,CAN,11723
11787,CAN,11989
11716,CAN,11950
11680,CAN,11948
12022,CAN,12333
12267,CAN,12742
12860,CAN,13249
13090,CAN,13504
12630,CAN,13023
13245,CAN,13872
13777,CAN,14634
13621,CAN,14557
13644,CAN,14434
13798,CAN,14675
13626,CAN,14804
13892,CAN,14940
14577,CAN,15691
15055,CAN,16180
15747,CAN,16913
16343,CAN,17714
17093,CAN,18514
17334,CAN,18738
17977,CAN,19416
18562,CAN,20148
18849,CAN,20382
19867,CAN,21247
20679,CAN,22111
21896,CAN,23405
22332,CAN,24026
22291,CAN,24214
23198,CAN,25206
23558,CAN,25747
24015,CAN,26521
24943,CAN,27350
24988,CAN,27359
25235,CAN,27861
24200,CAN,26689
24776,CAN,27191
26145,CAN,28476
27219,CAN,29738
27211,CAN,30212
28658,CAN,31034
29836,CAN,32125
30579,CAN,32320
30226,CAN,31921
28799,CAN,30846
29585,CAN,30748
29435,CAN,31204
30489,CAN,32258
31522,CAN,32779
31534,CAN,32961
32622,CAN,34029
33128,CAN,35050
35222,CAN,36564
37446,CAN,38108
36884,CAN,38376
37037,CAN,39106
37953,CAN,39441
39211,CAN,40280
41139,CAN,41177
41678,CAN,41834
42449,CAN,42282
43642,CAN,42253
39214,CAN,40541
40618,CAN,41326
42197,CAN,42197
41615,CAN,42445
41816,CAN,42994
42833,CAN,43607
42844,CAN,43619
42969,CAN,43745
1050,CHE,1050
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
,CHE,
2333,CHE,5349
2416,CHE,5538
2180,CHE,4997
1828,CHE,4191
2194,CHE,5030
2179,CHE,4996
2323,CHE,5326
3174,CHE,7277
2883,CHE,6608
2380,CHE,5456
2555,CHE,5857
2755,CHE,6316
2629,CHE,6026
2404,CHE,5511
2681,CHE,6145
2615,CHE,5995
2289,CHE,5248
2788,CHE,6391
3067,CHE,7032
2927,CHE,6709
2982,CHE,6836
2641,CHE,6053
2652,CHE,6111
3197,CHE,7406
3596,CHE,8376
3392,CHE,7943
3051,CHE,7183
3197,CHE,7568
3233,CHE,7694
3342,CHE,7996
3469,CHE,8345
3308,CHE,8003
3395,CHE,8257
3832,CHE,9374
4226,CHE,10395
4361,CHE,10787
4277,CHE,10641
4390,CHE,10984
4226,CHE,10633
4453,CHE,11269
4178,CHE,10634
4389,CHE,11237
4406,CHE,11347
4278,CHE,11084
4426,CHE,11535
4631,CHE,12141
4720,CHE,12448
4837,CHE,12835
4901,CHE,13085
5124,CHE,13763
4865,CHE,13149
4969,CHE,13513
4842,CHE,13250
5141,CHE,14156
5306,CHE,14703
5515,CHE,15379
5451,CHE,15299
5429,CHE,15335
5469,CHE,15550
5613,CHE,16063
5595,CHE,16161
5771,CHE,16826
5622,CHE,16548
5212,CHE,15489
5149,CHE,15453
5434,CHE,16468
5200,CHE,15913
4692,CHE,14505
4614,CHE,14409
4858,CHE,15324
4058,CHE,12932
4699,CHE,15134
4811,CHE,15658
5126,CHE,16860
5166,CHE,17174
5204,CHE,17492
5467,CHE,18576
5672,CHE,19490
5799,CHE,20148
5834,CHE,19812
5928,CHE,19685
5647,CHE,18343
5912,CHE,18799
6060,CHE,18866
5889,CHE,17960
5912,CHE,17672
6656,CHE,19506
6467,CHE,18587
6695,CHE,18880
6860,CHE,18989
6908,CHE,18774
6703,CHE,17892
6800,CHE,17831
6992,CHE,18021
6883,CHE,17440
8425,CHE,20991
8742,CHE,21423
8820,CHE,21268
8609,CHE,20430
9053,CHE,21147
9875,CHE,22594
10030,CHE,22468
10473,CHE,22959
11157,CHE,24001
11956,CHE,25354
12825,CHE,26689
13289,CHE,27310
12943,CHE,26357
13914,CHE,27694
14627,CHE,29063
15479,CHE,30561
16171,CHE,31155
16816,CHE,31988
17719,CHE,33109
18237,CHE,33839
18802,CHE,34360
19478,CHE,35021
20260,CHE,35869
21432,CHE,37402
22883,CHE,39438
23858,CHE,40552
24702,CHE,41470
25480,CHE,42471
25939,CHE,42963
24334,CHE,40186
24666,CHE,40060
25457,CHE,41145
25895,CHE,41208
26847,CHE,42113
27929,CHE,43814
28166,CHE,44227
27998,CHE,43303
28338,CHE,43302
29271,CHE,44417
30172,CHE,45697
31589,CHE,46164
32045,CHE,46176
32877,CHE,47228
34117,CHE,48844
35499,CHE,50132
35630,CHE,49056
35651,CHE,48497
36277,CHE,47997
37488,CHE,48220
37871,CHE,48129
37889,CHE,48205
39781,CHE,49201
41471,CHE,50500
42105,CHE,51085
42752,CHE,52804
42350,CHE,53230
43040,CHE,52904
42541,CHE,52539
43768,CHE,53663
45532,CHE,54940
48406,CHE,56787
52541,CHE,58612
54830,CHE,59190
54184,CHE,57210
54377,CHE,58267
58686,CHE,58686
60777,CHE,58674
61320,CHE,59036
61661,CHE,59485
61476,CHE,59307
61844,CHE,59662
,CHL,
638,CHL,744
610,CHL,711
599,CHL,699
604,CHL,705
608,CHL,709
611,CHL,712
591,CHL,689
584,CHL,681
616,CHL,718
589,CHL,687
616,CHL,718
602,CHL,702
621,CHL,724
597,CHL,696
588,CHL,685
638,CHL,744
662,CHL,771
676,CHL,788
681,CHL,794
698,CHL,814
691,CHL,806
695,CHL,810
715,CHL,834
719,CHL,838
735,CHL,857
750,CHL,875
742,CHL,865
769,CHL,897
773,CHL,901
765,CHL,892
808,CHL,942
808,CHL,942
815,CHL,950
831,CHL,968
836,CHL,974
854,CHL,996
875,CHL,1021
885,CHL,1031
918,CHL,1071
971,CHL,1132
1011,CHL,1178
1041,CHL,1214
1050,CHL,1224
1021,CHL,1190
1037,CHL,1209
1066,CHL,1243
1067,CHL,1244
1093,CHL,1274
1132,CHL,1320
1166,CHL,1360
1187,CHL,1384
1178,CHL,1373
1161,CHL,1354
1194,CHL,1392
1248,CHL,1454
1280,CHL,1492
1309,CHL,1526
1245,CHL,1452
1281,CHL,1494
1383,CHL,1613
1397,CHL,1629
1373,CHL,1601
1428,CHL,1665
1514,CHL,1766
1462,CHL,1704
1533,CHL,1787
1487,CHL,1733
1427,CHL,1664
1461,CHL,1703
1660,CHL,1935
1808,CHL,2108
1862,CHL,2170
2015,CHL,2349
2007,CHL,2340
2022,CHL,2357
1905,CHL,2221
1964,CHL,2290
2082,CHL,2427
1958,CHL,2282
2026,CHL,2362
2174,CHL,2535
2272,CHL,2649
2247,CHL,2620
2307,CHL,2689
2227,CHL,2596
2472,CHL,2882
2527,CHL,2946
2402,CHL,2800
2699,CHL,3147
2593,CHL,3023
2533,CHL,2953
2556,CHL,2979
2695,CHL,3142
2529,CHL,2949
2728,CHL,3180
2595,CHL,3026
2743,CHL,3198
2849,CHL,3322
3007,CHL,3506
3023,CHL,3525
3355,CHL,3911
3352,CHL,3907
3595,CHL,4192
3617,CHL,4217
3045,CHL,3550
2852,CHL,3324
3442,CHL,4012
3456,CHL,4029
3443,CHL,4013
2882,CHL,3360
3178,CHL,3705
2788,CHL,3250
2854,CHL,3327
3376,CHL,3936
3574,CHL,4167
3668,CHL,4276
3517,CHL,4101
3400,CHL,3964
4195,CHL,4891
4248,CHL,4953
3647,CHL,4252
2920,CHL,3404
2207,CHL,2573
2707,CHL,3155
3193,CHL,3722
3374,CHL,3933
3429,CHL,3998
3802,CHL,4433
3793,CHL,4422
3819,CHL,4452
3873,CHL,4515
3808,CHL,4439
3860,CHL,4501
3897,CHL,4543
3897,CHL,4543
4155,CHL,4844
4428,CHL,5162
3880,CHL,4523
4443,CHL,5180
4271,CHL,4980
4399,CHL,5128
4489,CHL,5234
4820,CHL,5452
4798,CHL,5739
5131,CHL,5439
4846,CHL,5530
4676,CHL,5480
5137,CHL,5893
5272,CHL,6067
4863,CHL,5589
4960,CHL,5913
4729,CHL,6038
5821,CHL,6166
5889,CHL,6396
5928,CHL,6383
5595,CHL,6286
6175,CHL,6841
6435,CHL,6918
6502,CHL,7022
6811,CHL,7140
6702,CHL,7146
7443,CHL,7651
7292,CHL,7430
6910,CHL,6899
6471,CHL,6851
5384,CHL,5870
5518,CHL,5989
5932,CHL,6486
6286,CHL,6921
6712,CHL,7390
7041,CHL,7869
7282,CHL,8221
6251,CHL,6990
5957,CHL,6687
6069,CHL,6970
6006,CHL,6998
6179,CHL,7260
6507,CHL,7605
7025,CHL,8022
7570,CHL,8725
7605,CHL,8898
8009,CHL,9433
8925,CHL,10402
9285,CHL,10935
9910,CHL,11362
11129,CHL,12357
11357,CHL,13089
11459,CHL,13765
11220,CHL,14019
10599,CHL,13729
10903,CHL,14159
10750,CHL,14473
10736,CHL,14626
11140,CHL,15006
12119,CHL,15744
13309,CHL,16480
15487,CHL,17346
16392,CHL,18012
15817,CHL,18440
15941,CHL,17949
18075,CHL,18787
19705,CHL,19705
20687,CHL,20531
20781,CHL,21135
21090,CHL,21335
21340,CHL,21589
21446,CHL,21696
,CHN,
,CHN,
,CHN,
,CHN,
940,CHN,1083
,CHN,
686,CHN,791
624,CHN,718
741,CHN,854
,CHN,
,CHN,
,CHN,
,CHN,
716,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
643,CHN,684
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
751,CHN,754
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
760,CHN,727
,CHN,
,CHN,
810,CHN,769
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
840,CHN,776
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
804,CHN,722
842,CHN,
881,CHN,786
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
950,CHN,800
962,CHN,807
968,CHN,810
994,CHN,829
886,CHN,736
902,CHN,747
973,CHN,804
1028,CHN,850
997,CHN,825
965,CHN,800
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
,CHN,
757,CHN,637
899,CHN,758
989,CHN,835
1098,CHN,924
989,CHN,836
1062,CHN,892
1101,CHN,949
1103,CHN,953
1073,CHN,935
988,CHN,891
923,CHN,843
799,CHN,697
866,CHN,738
950,CHN,825
1050,CHN,920
1134,CHN,999
1147,CHN,1006
1151,CHN,987
1093,CHN,939
1172,CHN,1008
1291,CHN,1115
1355,CHN,1154
1307,CHN,1142
1372,CHN,1207
1378,CHN,1211
1425,CHN,1272
1384,CHN,1211
1413,CHN,1262
1583,CHN,1392
1648,CHN,1483
1690,CHN,1539
1675,CHN,1565
1826,CHN,1697
1907,CHN,1776
2120,CHN,1949
